planet_num,orbit_length,planet_dist,planet_mass,planet_update,planet_name,planet_facility,planet_telescope,planet_instrument
3,1.47532231,761,,2016-05-10,Kepler-770 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,4.15244722,761,,2016-05-10,Kepler-770 d,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,8.73485836,1000,,2016-05-10,Kepler-771 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,12.99207337,689,,2016-05-10,Kepler-772 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,3.74910006,528,,2016-05-10,Kepler-773 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,11.0895723,1190,,2016-05-10,Kepler-774 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,0.97486893,400,,2016-05-10,Kepler-775 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,4.89718784,727,,2016-05-10,Kepler-776 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,5.72812599,383,,2016-05-10,Kepler-777 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,3.75574426,899,,2016-05-10,Kepler-778 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,7.09714223,224,,2016-05-10,Kepler-779 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,0.355,,0.006,2014-05-14,Kepler-78 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,0.67737516,520,,2016-05-10,Kepler-780 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,13.2140732,1036,,2016-05-10,Kepler-781 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,158.6853308,412,,2016-05-10,Kepler-782 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,4.29264638,544,,2016-05-10,Kepler-783 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,31.5922646,604,,2016-05-10,Kepler-784 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,1.97376093,666,,2016-05-10,Kepler-785 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,53.5293487,512,,2016-05-10,Kepler-786 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,0.9283105,468,,2016-05-10,Kepler-787 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,8.39846269,1649,,2016-05-10,Kepler-788 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,8.63847725,915,,2016-05-10,Kepler-789 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,13.4845,,0.0343,2016-03-10,Kepler-79 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,27.4029,,0.019,2016-03-10,Kepler-79 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,52.0902,,0.019,2016-03-10,Kepler-79 d,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,81.0659,,0.013,2016-03-10,Kepler-79 e,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,13.73469807,727,,2016-05-10,Kepler-790 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,14.5539759,1447,,2016-05-10,Kepler-791 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,11.30119217,1205,,2016-05-10,Kepler-792 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,4.24153639,794,,2016-05-10,Kepler-793 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,11.13125132,763,,2016-05-10,Kepler-794 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,29.6193421,458,,2016-05-10,Kepler-795 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,6.40087618,377,,2016-05-10,Kepler-796 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,27.07237711,752,,2016-05-10,Kepler-797 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,13.71933369,1085,,2016-05-10,Kepler-798 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,133.4605235,1029,,2016-05-10,Kepler-799 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,3.5224991,1330,0.59,2015-10-15,Kepler-8 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
5,7.05246,357,0.0218,2016-08-04,Kepler-80 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
5,9.52355,357,0.02121,2016-08-04,Kepler-80 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
5,3.07222,357,0.02124,2016-08-04,Kepler-80 d,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
5,4.64489,357,0.01299,2016-08-04,Kepler-80 e,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
5,0.9867873,357,,2016-08-04,Kepler-80 f,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,14.13176026,1049,,2016-05-10,Kepler-800 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,11.41928253,419,,2016-05-10,Kepler-801 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,40.0587473,828,,2016-05-10,Kepler-802 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,50.28638192,615,,2016-05-10,Kepler-803 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,14.37457351,648,,2016-05-10,Kepler-804 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,9.65185017,648,,2016-05-10,Kepler-804 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,30.8638931,657,,2016-05-10,Kepler-805 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,8.09219642,260,,2016-05-10,Kepler-806 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,117.93108781,1312,,2016-05-10,Kepler-807 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,0.63133235,321,,2016-05-10,Kepler-808 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,55.63934,933,,2016-05-10,Kepler-809 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,5.955,,,2014-05-14,Kepler-81 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,12.04,,,2014-05-14,Kepler-81 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,20.837846,,,2014-05-14,Kepler-81 d,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,4.59725385,1554,,2016-05-10,Kepler-810 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,23.58447697,847,,2016-05-10,Kepler-811 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,10.11716531,1482,,2016-05-10,Kepler-812 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,19.12947337,840,,2016-05-10,Kepler-813 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,6.1469851,1327,,2016-05-10,Kepler-814 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,8.57503552,1199,,2016-05-10,Kepler-815 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,10.50682565,1059,,2016-05-10,Kepler-816 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,3.99010623,1401,,2016-05-10,Kepler-817 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,10.03538581,967,,2016-05-10,Kepler-818 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,33.1995648,722,,2016-05-10,Kepler-819 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,26.444,,,2014-05-14,Kepler-82 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,51.538,,,2014-05-14,Kepler-82 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,2.382961,,,2014-05-14,Kepler-82 d,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,5.902206,,,2014-05-14,Kepler-82 e,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,127.8338098,989,,2016-05-10,Kepler-820 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,1.92279873,619,,2016-05-10,Kepler-821 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,3.22296927,956,,2016-05-10,Kepler-822 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,4.16809082,896,,2016-05-10,Kepler-823 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,4.51436633,1352,,2016-05-10,Kepler-824 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,3.77360059,820,,2016-05-10,Kepler-825 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,8.1818246,820,,2016-05-10,Kepler-825 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,4.48758907,649,,2016-05-10,Kepler-826 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,51.92927591,1352,,2016-05-10,Kepler-827 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,0.56785714,625,,2016-05-10,Kepler-828 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,6.88337562,954,,2016-05-10,Kepler-829 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,9.77,,,2014-05-14,Kepler-83 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,20.09,,,2014-05-14,Kepler-83 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,5.169796,,,2014-05-14,Kepler-83 d,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,11.29695137,1122,,2016-05-10,Kepler-830 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,5.62153941,577,,2016-05-10,Kepler-831 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,7.1396941,1346,,2016-05-10,Kepler-832 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,18.7546998,421,,2016-05-10,Kepler-833 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,13.32388301,620,,2016-05-10,Kepler-834 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,11.41909375,2011,,2016-05-10,Kepler-835 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,11.36112327,1003,,2016-05-10,Kepler-836 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,16.56059504,846,,2016-05-10,Kepler-837 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,15.74957994,1210,,2016-05-10,Kepler-838 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,37.8144514,833,,2016-05-10,Kepler-839 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
5,8.726,,,2014-05-14,Kepler-84 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
5,12.883,,,2014-05-14,Kepler-84 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
5,4.224537,,,2014-05-14,Kepler-84 d,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
5,27.434389,,,2014-05-14,Kepler-84 e,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
5,44.552169,,,2014-05-14,Kepler-84 f,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,2.49577962,778,,2016-05-10,Kepler-840 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,124.4198398,1052,,2016-05-10,Kepler-841 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,1.21956827,552,,2016-05-10,Kepler-842 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,2.05387982,1247,,2016-05-10,Kepler-843 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,2.61302086,394,,2016-05-10,Kepler-844 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,0.92785982,471,,2016-05-10,Kepler-845 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,19.80792185,1233,,2016-05-10,Kepler-846 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,2.3432319,529,,2016-05-10,Kepler-847 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,6.91134416,797,,2016-05-10,Kepler-848 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,394.6244904,747,,2016-05-10,Kepler-849 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,8.306,,,2014-05-14,Kepler-85 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,12.513,,,2014-05-14,Kepler-85 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,17.91323,,,2014-05-14,Kepler-85 d,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,25.216751,,,2014-05-14,Kepler-85 e,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,7.19303878,1535,,2016-05-10,Kepler-850 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,8.50699658,869,,2016-05-10,Kepler-851 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,44.9309804,854,,2016-05-10,Kepler-852 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,7.16892463,610,,2016-05-10,Kepler-853 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,2.14463285,741,,2016-05-10,Kepler-854 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,7.8866311,1043,,2016-05-10,Kepler-855 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,8.02768059,1175,,2016-05-10,Kepler-856 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,85.35129427,1039,,2016-05-10,Kepler-857 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,76.13602028,296,,2016-05-10,Kepler-858 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,20.38177573,915,,2016-05-10,Kepler-859 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,5.10137945,1295,,2016-05-10,Kepler-860 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,3.94963138,806,,2016-05-10,Kepler-861 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,3.14866453,806,,2016-05-10,Kepler-862 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,15.59461874,1145,,2016-05-10,Kepler-863 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,5.83376092,1573,,2016-05-10,Kepler-864 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,14.16399294,664,,2016-05-10,Kepler-865 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,2.61703254,690,,2016-05-10,Kepler-866 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,150.242127,824,,2016-05-10,Kepler-867 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,5.03251791,1269,,2016-05-10,Kepler-868 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,40.4287755,957,,2016-05-10,Kepler-869 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,114.73635,,1.02,2014-05-14,Kepler-87 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,191.2318,,0.02,2014-05-14,Kepler-87 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,21.3587621,1231,,2016-05-10,Kepler-870 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,22.0459018,1695,,2016-05-10,Kepler-871 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,2.57885507,1114,,2016-05-10,Kepler-872 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,20.5533844,1397,,2016-05-10,Kepler-873 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,40.0686727,1072,,2016-05-10,Kepler-874 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,27.5073799,1244,,2016-05-10,Kepler-875 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,5.14438011,735,,2016-05-10,Kepler-876 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,18.45847097,572,,2016-05-10,Kepler-877 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,25.9422033,567,,2016-05-10,Kepler-878 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,33.3855938,772,,2016-05-10,Kepler-879 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,7.71468975,673,,2016-05-10,Kepler-880 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,4.44448017,1364,,2016-05-10,Kepler-881 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,3.98953967,525,,2016-05-10,Kepler-882 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,12.98495573,549,,2016-05-10,Kepler-883 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,5.69919514,420,,2016-05-10,Kepler-884 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,18.11472949,632,,2016-05-10,Kepler-885 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,6.24146367,857,,2016-05-10,Kepler-886 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,20.42228798,831,,2016-05-10,Kepler-887 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,7.63846023,831,,2016-05-10,Kepler-887 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,70.6979061,413,,2016-05-10,Kepler-888 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,3.744439,513,,2016-05-10,Kepler-889 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,52.75875577,1387,,2016-05-10,Kepler-890 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,53.44945593,1372,,2016-05-10,Kepler-891 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,13.7521072,640,,2016-05-10,Kepler-892 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,6.33855761,1216,,2016-05-10,Kepler-893 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,9.803224,1090,,2016-05-10,Kepler-894 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,2.80624233,516,,2016-05-10,Kepler-895 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,144.547396,896,,2016-05-10,Kepler-896 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,8.0472642,1147,,2016-05-10,Kepler-897 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,5.8706191,479,,2016-05-10,Kepler-898 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,19.17891293,1038,,2016-05-10,Kepler-899 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,19.24,650,0.252,2014-05-14,Kepler-9 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,38.91,650,0.171,2014-05-14,Kepler-9 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,1.592851,650,,2014-05-14,Kepler-9 d,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,6.9913086,505,,2016-05-10,Kepler-900 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,3.51749439,241,,2016-05-10,Kepler-901 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,40.1099547,904,,2016-05-10,Kepler-902 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,10.3507721,829,,2016-05-10,Kepler-903 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,62.9228557,829,,2016-05-10,Kepler-903 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,3.02166863,1151,,2016-05-10,Kepler-904 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,5.08274652,521,,2016-05-10,Kepler-905 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,41.6979976,758,,2016-05-10,Kepler-906 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,15.86621821,352,,2016-05-10,Kepler-907 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,1.34059747,250,,2016-05-10,Kepler-908 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,13.93290318,318,,2016-05-10,Kepler-909 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,6.24658,1030,0.81,2015-10-15,Kepler-91 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,2.36436901,402,,2016-05-10,Kepler-910 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,20.310501,567,,2016-05-10,Kepler-911 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,2.53475627,1265,,2016-05-10,Kepler-912 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,10.29672521,597,,2016-05-10,Kepler-913 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,4.40966548,678,,2016-05-10,Kepler-914 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,4.59489604,806,,2016-05-10,Kepler-915 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,32.2968798,769,,2016-05-10,Kepler-916 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,2.97041437,1027,,2016-05-10,Kepler-917 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,4.85386933,1245,,2016-05-10,Kepler-918 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,11.04603384,1219,,2016-05-10,Kepler-919 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,13.749,,0.202,2014-05-14,Kepler-92 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,26.723,,0.019,2014-05-14,Kepler-92 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,49.3568,,,2015-05-21,Kepler-92 d,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,6.53192704,926,,2016-05-10,Kepler-920 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,100.8274113,926,,2016-05-10,Kepler-920 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,51.300634,847,,2016-05-10,Kepler-921 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,0.93846683,558,,2016-05-10,Kepler-922 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,6.93366476,966,,2016-05-10,Kepler-923 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,61.0370117,995,,2016-05-10,Kepler-924 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,33.8678531,623,,2016-05-10,Kepler-925 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,52.0688601,771,,2016-05-10,Kepler-926 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,9.1149903,879,,2016-05-10,Kepler-927 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,3.9324613,532,,2016-05-10,Kepler-928 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,0.92103214,820,,2016-05-10,Kepler-929 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,4.72673978,,0.01265,2015-04-16,Kepler-93 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,1460,,3,2014-05-14,Kepler-93 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,71.4517775,905,,2016-05-10,Kepler-930 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,8.03755877,490,,2016-05-10,Kepler-931 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,1.9214374,478,,2016-05-10,Kepler-932 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,14.20443009,922,,2016-05-10,Kepler-933 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,55.6738309,603,,2016-05-10,Kepler-934 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,4.88083852,482,,2016-05-10,Kepler-935 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,10.56134221,687,,2016-05-10,Kepler-936 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,67.668827,1482,,2016-05-10,Kepler-937 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,153.343364,1482,,2016-05-10,Kepler-937 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,52.6298417,861,,2016-05-10,Kepler-938 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,14.878296,1029,,2016-05-10,Kepler-939 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,2.50806,,0.034,2014-05-14,Kepler-94 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,820.3,,9.836,2014-05-14,Kepler-94 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,59.6225257,1317,,2016-05-10,Kepler-940 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,17.42395198,1105,,2016-05-10,Kepler-941 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,44.96417488,218,,2016-05-10,Kepler-942 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,49.7701438,1239,,2016-05-10,Kepler-943 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,43.3167737,1035,,2016-05-10,Kepler-944 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,31.0033814,1543,,2016-05-10,Kepler-945 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,11.79162572,918,,2016-05-10,Kepler-946 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,26.9644317,1188,,2016-05-10,Kepler-947 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,7.76846622,884,,2016-05-10,Kepler-948 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,8.6893073,572,,2016-05-10,Kepler-949 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,11.5231,,0.041,2014-05-14,Kepler-95 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,98.7180406,1489,,2016-05-10,Kepler-950 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,71.52530845,408,,2016-05-10,Kepler-951 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,130.3546919,1167,,2016-05-10,Kepler-952 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,88.40655258,240,,2016-05-10,Kepler-953 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,9.10967112,240,,2016-05-10,Kepler-953 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,16.78176602,224,,2016-05-10,Kepler-954 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,14.53244172,637,,2016-05-10,Kepler-955 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,5.24867263,631,,2016-05-10,Kepler-956 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,5.90741354,749,,2016-05-10,Kepler-957 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,9.7678805,467,,2016-05-10,Kepler-958 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,14.80074836,1003,,2016-05-10,Kepler-959 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,16.2385,,0.027,2014-05-14,Kepler-96 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,3.12686223,298,,2016-05-10,Kepler-960 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,16.87727414,607,,2016-05-10,Kepler-961 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,12.05707239,439,,2016-05-10,Kepler-962 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,9.97683705,786,,2016-05-10,Kepler-963 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,13.5225106,478,,2016-05-10,Kepler-964 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
